Time,Degree,Velocity,Electromagnet_Clutch
76097.11,59.04,-5.55,1
76102.26,59.04,-5.55,1
76107.49,59.04,-5.55,1
76112.63,59.04,-5.55,1
76117.78,59.04,-5.55,1
76122.93,59.04,-5.55,1
76128.08,59.04,-5.55,1
76133.23,59.04,-5.55,1
76138.38,59.04,-5.55,1
76143.53,59.04,-5.55,1
76148.62,59.04,-5.55,1
76153.77,59.04,-5.55,1
76158.92,59.04,-5.55,1
76164.07,59.04,-5.55,1
76169.22,59.04,-5.55,1
76174.37,59.04,-5.55,1
76179.51,59.04,-5.55,1
76184.68,59.04,-5.55,1
76189.83,59.04,-5.55,1
76194.98,59.04,-5.55,1
76200.12,59.04,-5.55,1
76205.29,59.04,-5.55,1
76210.44,59.04,-5.55,1
76215.59,59.04,-5.55,1
76220.73,59.04,-5.55,1
76225.88,59.04,-5.55,1
76231.03,59.04,-5.55,1
76236.18,59.04,-5.55,1
76241.33,59.04,-5.55,1
76246.48,59.04,-5.55,1
76251.62,59.04,-5.55,1
76256.77,59.04,-5.55,1
76261.92,59.04,-5.55,1
76267.07,59.04,-5.55,1
76272.21,59.04,-5.55,1
76277.36,59.04,-5.55,1
76282.51,59.04,-5.55,1
76287.66,59.04,-5.55,1
76292.82,59.04,-5.55,1
76297.96,59.04,-5.55,1
76303.11,59.04,-5.55,1
76308.20,59.04,-5.55,1
76313.35,59.04,-5.55,1
76318.44,59.04,-5.55,1
76323.59,59.04,-5.55,1
76328.68,59.04,-5.55,1
76333.83,59.04,-5.55,1
76338.92,59.04,-5.55,1
76344.06,59.04,-5.55,1
76349.21,59.04,-5.55,1
76354.37,59.04,-5.55,1
76359.51,59.04,-5.55,1
76364.61,59.04,-5.55,1
76369.75,59.04,-5.55,1
76374.85,59.04,-5.55,1
76379.99,59.04,-5.55,1
76385.08,59.04,-5.55,1
76390.18,59.04,-5.55,1
76395.27,59.04,-5.55,1
76400.41,59.04,-5.55,1
76405.52,59.04,-5.55,1
76410.66,59.04,-5.55,1
76415.76,59.04,-5.55,1
76420.90,59.04,-5.55,1
76426.04,59.04,-5.55,1
76431.13,59.04,-5.55,1
76436.28,59.04,-5.55,1
76441.37,59.04,-5.55,1
76446.52,59.04,-5.55,1
76451.61,59.04,-5.55,1
76456.76,59.04,-5.55,1
76461.85,59.04,-5.55,1
76467.00,59.04,-5.55,1
76472.09,59.04,-5.55,1
76477.24,59.04,-5.55,1
76482.33,59.04,-5.55,1
76487.47,59.04,-5.55,1
76492.62,59.04,-5.55,1
76497.75,59.04,-5.55,1
76502.90,59.04,-5.55,1
76507.99,59.04,-5.55,1
76513.14,59.04,-5.55,1
76518.23,59.04,-5.55,1
76523.38,59.04,-5.55,1
76528.47,59.04,-5.55,1
76533.62,59.04,-5.55,1
76538.71,59.04,-5.55,1
76543.85,59.04,-5.55,1
76548.95,59.04,-5.55,1
76554.09,59.04,-5.55,1
76559.24,59.04,-5.55,1
76564.39,59.04,-5.55,1
76569.54,59.04,-5.55,1
76574.63,59.04,-5.55,1
76579.77,59.04,-5.55,1
76584.87,59.04,-5.55,1
76590.01,59.04,-5.55,1
76595.11,59.04,-5.55,1
76600.25,59.04,-5.55,1
76605.35,59.04,-5.55,1
76610.49,59.04,-5.55,1
76615.59,59.04,-5.55,1
76620.73,59.04,-5.55,1
76625.88,59.04,-5.55,1
76631.03,59.04,-5.55,1
76636.17,59.04,-5.55,1
76641.27,59.04,-5.55,1
76646.41,59.04,-5.55,1
76651.51,59.04,-5.55,1
76656.65,59.04,-5.55,1
76661.74,59.04,-5.55,1
76666.89,59.04,-5.55,1
76671.98,59.04,-5.55,1
76677.13,59.04,-5.55,1
76682.22,59.04,-5.55,1
76687.37,59.04,-5.55,1
76692.46,59.04,-5.55,1
76697.60,59.04,-5.55,1
76702.75,59.04,-5.55,1
76707.84,59.04,-5.55,1
76712.99,59.04,-5.55,1
76718.08,59.04,-5.55,1
76723.23,59.04,-5.55,1
76728.32,59.04,-5.55,1
76733.47,59.04,-5.55,1
76738.56,59.04,-5.55,1
76743.71,59.04,-5.55,1
76748.81,59.04,-5.55,1
76753.95,59.04,-5.55,1
76759.04,59.04,-5.55,1
76764.19,59.04,-5.55,1
76769.28,59.04,-5.55,1
76774.42,59.04,-5.55,1
76779.56,59.04,-5.55,1
76784.66,59.04,-5.55,1
76789.80,59.04,-5.55,1
76794.90,59.04,-5.55,1
76800.04,59.04,-5.55,1
76805.13,59.04,-5.55,1
76810.29,59.04,-5.55,1
76815.39,59.04,-5.55,1
76820.53,59.04,-5.55,1
76825.62,59.04,-5.55,1
76830.77,59.04,-5.55,1
76835.91,59.04,-5.55,1
76841.07,59.04,-5.55,1
76846.23,59.04,-5.55,1
76851.31,59.04,-5.55,1
76856.38,59.04,-5.55,1
76861.44,59.04,-5.55,1
76866.50,59.04,-5.55,1
76871.56,59.04,-5.55,1
76876.63,59.04,-5.55,1
76881.69,59.04,-5.55,1
76886.75,59.04,-5.55,1
76891.81,59.04,-5.55,1
76896.88,59.04,-5.55,1
76901.93,59.04,-5.55,1
76907.00,59.04,-5.55,1
76912.06,59.04,-5.55,1
76917.12,59.04,-5.55,1
76922.18,59.04,-5.55,1
76927.24,59.04,-5.55,1
76932.30,59.04,-5.55,1
76937.37,59.04,-5.55,1
76942.43,59.04,-5.55,1
76947.49,59.04,-5.55,1
76952.55,59.04,-5.55,1
76957.61,59.04,-5.55,1
76962.67,59.04,-5.55,1
76967.73,59.04,-5.55,1
76972.79,59.04,-5.55,1
76977.85,59.04,-5.55,1
76982.91,59.04,-5.55,1
76987.97,59.04,-5.55,1
76993.03,59.04,-5.55,1
76998.09,59.04,-5.55,1
77003.15,59.04,-5.55,1
77008.21,59.04,-5.55,1
77013.27,59.04,-5.55,1
77018.38,59.04,-5.55,1
77023.44,59.04,-5.55,1
77028.50,59.04,-5.55,1
77033.56,59.04,-5.55,1
77038.62,59.04,-5.55,1
77043.68,59.04,-5.55,1
77048.75,59.04,-5.55,1
77053.81,59.04,-5.55,1
77058.87,59.04,-5.55,1
77063.93,59.04,-5.55,1
77068.99,58.80,-0.03,1
77074.05,58.80,-0.03,1
77079.11,58.80,-0.03,1
77084.17,58.80,-0.03,1
77089.24,58.80,-0.03,1
77094.30,58.80,-0.03,1
77099.36,58.80,-0.03,1
77104.42,58.80,-0.03,1
77109.49,58.80,-0.03,1
77114.55,58.80,-0.03,1
77119.62,58.80,-0.03,1
77124.68,58.80,-0.03,1
77129.74,58.80,-0.03,1
77134.80,58.80,-0.03,1
77139.86,58.80,-0.03,1
77144.92,58.80,-0.03,1
77149.99,58.80,-0.03,1
77155.05,58.80,-0.03,1
77160.11,58.80,-0.03,1
77165.17,58.80,-0.03,1
77170.23,58.80,-0.03,1
77175.29,58.80,-0.03,1
77180.35,58.80,-0.03,1
77185.41,58.80,-0.03,1
77190.48,58.80,-0.03,1
77195.54,58.80,-0.03,1
77200.60,58.80,-0.03,1
77205.66,58.80,-0.03,1
77210.72,58.80,-0.03,1
77215.78,58.80,-0.03,1
77220.85,58.80,-0.03,1
77225.91,58.80,-0.03,1
77230.97,58.80,-0.03,1
77236.03,58.80,-0.03,1
77241.09,58.80,-0.03,1
77246.15,58.80,-0.03,1
77251.21,58.80,-0.03,1
77256.27,58.80,-0.03,1
77261.33,58.80,-0.03,1
77266.39,58.80,-0.03,1
77271.45,58.80,-0.03,1
77276.51,58.80,-0.03,1
77281.57,58.80,-0.03,1
77286.63,58.80,-0.03,1
77291.69,58.80,-0.03,1
77296.75,58.80,-0.03,1
77301.81,58.80,-0.03,1
77306.87,58.80,-0.03,1
77311.93,58.80,-0.03,1
77316.99,58.80,-0.03,1
77322.05,58.80,-0.03,1
77327.10,58.80,-0.03,1
77332.16,58.80,-0.03,1
77337.23,58.80,-0.03,1
77342.29,58.80,-0.03,1
77347.35,58.80,-0.03,1
77352.40,58.80,-0.03,1
77357.46,58.80,-0.03,1
77362.52,58.80,-0.03,1
77367.58,58.80,-0.03,1
77372.65,58.80,-0.03,1
77377.71,58.80,-0.03,1
77382.77,58.80,-0.03,1
77387.83,58.80,-0.03,1
77392.89,58.80,-0.03,1
77397.95,58.80,-0.03,1
77403.01,58.80,-0.03,1
77408.07,58.80,-0.03,1
77413.14,58.80,-0.03,1
77418.20,58.80,-0.03,1
77423.26,58.80,-0.03,1
77428.32,58.80,-0.03,1
77433.38,58.80,-0.03,1
77438.44,59.04,0.65,1
77443.51,59.04,0.65,1
77448.57,59.04,0.65,1
77453.63,59.04,0.65,1
77458.69,59.04,0.65,1
77463.75,59.04,0.65,1
77468.81,59.28,7.29,1
77473.88,59.28,7.29,1
77478.94,59.28,7.29,1
77484.01,59.28,7.29,1
77489.07,59.28,7.29,1
77494.13,59.52,9.68,1
77499.19,59.52,9.68,1
77504.25,59.52,9.68,1
77509.31,59.52,9.68,1
77514.37,59.52,9.68,1
77519.43,59.76,11.41,1
77524.49,59.76,11.41,1
77529.55,59.76,11.41,1
77534.61,59.76,11.41,1
77539.67,59.76,11.41,1
77544.73,59.76,11.41,1
77549.79,59.76,11.41,1
77554.85,60.00,6.68,1
77559.91,60.00,6.68,1
77564.97,60.00,6.68,1
77570.03,60.00,6.68,1
77575.09,60.00,6.68,1
77580.15,60.00,6.68,1
77585.21,60.24,7.06,1
77590.27,60.24,7.06,1
77595.33,60.24,7.06,1
77600.39,60.24,7.06,1
77605.45,60.24,7.06,1
77610.51,60.24,7.06,1
77615.57,60.24,7.06,1
77620.63,60.48,7.16,1
77625.69,60.48,7.16,1
77630.75,60.48,7.16,1
77635.81,60.48,7.16,1
77640.87,60.48,7.16,1
77645.93,60.72,9.20,1
77650.99,60.72,9.20,1
77656.05,60.72,9.20,1
77661.11,60.72,9.20,1
77666.17,60.96,10.82,1
77671.23,60.96,10.82,1
77676.29,60.96,10.82,1
77681.35,60.96,10.82,1
77686.42,61.20,14.20,1
77691.48,61.20,14.20,1
77696.54,61.20,14.20,1
77701.60,61.44,13.87,1
77706.66,61.44,13.87,1
77711.73,61.44,13.87,1
77716.79,61.44,13.87,1
77721.85,61.68,12.76,1
77726.92,61.68,12.76,1
77731.98,61.68,12.76,1
77737.04,61.68,12.76,1
77742.10,61.92,11.85,1
77747.17,61.92,11.85,1
77752.23,61.92,11.85,1
77757.29,61.92,11.85,1
77762.35,62.16,10.78,1
77767.41,62.16,10.78,1
77772.48,62.16,10.78,1
77777.54,62.16,10.78,1
77782.60,62.16,10.78,1
77787.66,62.40,9.28,1
77792.73,62.40,9.28,1
77797.79,62.40,9.28,1
77802.85,62.40,9.28,1
77807.91,62.40,9.28,1
77812.97,62.40,9.28,1
77818.03,62.40,9.28,1
77823.09,62.64,7.80,1
77828.15,62.64,7.80,1
77833.21,62.64,7.80,1
77838.28,62.64,7.80,1
77843.34,62.64,7.80,1
77848.40,62.64,7.80,1
77853.46,62.64,7.80,1
77858.76,62.64,7.80,1
77863.94,62.88,5.76,1
77869.19,62.88,5.76,1
77874.42,62.88,5.76,1
77879.67,62.88,5.76,1
77884.82,62.88,5.76,1
77890.07,62.88,5.76,1
77895.22,62.88,5.76,1
77900.47,62.88,5.76,1
77905.61,62.88,5.76,1
77910.86,62.88,5.76,1
77916.00,62.88,5.76,1
77921.24,62.88,5.76,1
77926.48,62.88,5.76,1
77931.64,62.88,5.76,1
77936.96,62.88,5.76,1
77942.28,63.12,2.95,1
77947.56,63.12,2.95,1
77952.87,63.12,2.95,1
77958.15,63.12,2.95,1
77963.46,63.12,2.95,1
77968.74,63.12,2.95,1
77974.05,63.12,2.95,1
77979.32,63.12,2.95,1
77984.63,63.12,2.95,1
77989.91,63.12,2.95,1
77995.22,63.12,2.95,1
78000.50,63.12,2.95,1
78005.81,63.12,2.95,1
78011.08,63.36,3.46,1
78016.40,63.36,3.46,1
78021.68,63.36,3.46,1
78026.99,63.36,3.46,1
78032.28,63.36,3.46,1
78037.59,63.36,3.46,1
78042.86,63.60,8.89,1
78048.17,63.60,8.89,1
78053.45,63.60,8.89,1
78058.76,63.60,8.89,1
78064.04,63.84,9.54,1
78069.35,63.84,9.54,1
78074.62,63.84,9.54,1
78079.93,63.84,9.54,1
78085.21,63.84,9.54,1
78090.52,64.08,8.71,1
78095.80,64.08,8.71,1
78101.12,64.08,8.71,1
78106.40,64.08,8.71,1
78111.71,64.08,8.71,1
78116.99,64.32,9.38,1
78122.30,64.32,9.38,1
78127.58,64.32,9.38,1
78132.89,64.32,9.38,1
78138.17,64.32,9.38,1
78143.48,64.56,10.31,1
78148.76,64.56,10.31,1
78154.07,64.56,10.31,1
78159.35,64.56,10.31,1
78164.66,64.80,10.98,1
78169.94,64.80,10.98,1
78175.25,64.80,10.98,1
78180.53,64.80,10.98,1
78185.84,65.04,10.84,1
78191.12,65.04,10.84,1
78196.43,65.04,10.84,1
78201.71,65.04,10.84,1
78207.02,65.28,10.19,1
78212.29,65.28,10.19,1
78217.60,65.28,10.19,1
78222.88,65.28,10.19,1
78228.20,65.28,10.19,1
78233.48,65.52,9.96,1
78238.79,65.52,9.96,1
78244.07,65.52,9.96,1
78249.38,65.52,9.96,1
78254.65,65.76,10.63,1
78259.96,65.76,10.63,1
78265.24,65.76,10.63,1
78270.55,65.76,10.63,1
78275.83,66.00,11.29,1
78281.14,66.00,11.29,1
78286.42,66.00,11.29,1
78291.70,66.00,11.29,1
78296.98,66.24,11.26,1
78302.29,66.24,11.26,1
78307.57,66.24,11.26,1
78312.88,66.24,11.26,1
78318.16,66.48,11.27,1
78323.47,66.48,11.27,1
78328.75,66.48,11.27,1
78334.05,66.48,11.27,1
78339.34,66.48,11.27,1
78344.62,66.72,8.93,1
78349.90,66.72,8.93,1
78355.21,66.72,8.93,1
78360.49,66.72,8.93,1
78365.79,66.72,8.93,1
78371.10,66.72,8.93,1
78376.40,66.96,7.79,1
78381.68,66.96,7.79,1
78386.99,66.96,7.79,1
78392.27,66.96,7.79,1
78397.58,66.96,7.79,1
78402.86,66.96,7.79,1
78408.18,66.96,7.79,1
78413.45,67.20,6.84,1
78418.76,67.20,6.84,1
78424.03,67.20,6.84,1
78429.34,67.20,6.84,1
78434.62,67.20,6.84,1
78439.92,67.20,6.84,1
78445.20,67.20,6.84,1
78450.51,67.20,6.84,1
78455.79,67.20,6.84,1
78461.09,67.20,6.84,1
78466.37,67.20,6.84,1
78471.68,67.20,6.84,1
78476.96,67.20,6.84,1
78482.27,67.20,6.84,1
78487.55,67.20,6.84,1
78492.87,67.44,3.03,1
78498.14,67.44,3.03,1
78503.45,67.44,3.03,1
78508.73,67.44,3.03,1
78514.04,67.44,3.03,1
78519.31,67.44,3.03,1
78524.62,67.44,3.03,1
78529.90,67.44,3.03,1
78535.21,67.44,3.03,1
78540.49,67.68,5.01,1
78545.80,67.68,5.01,1
78551.08,67.68,5.01,1
78556.39,67.68,5.01,1
78561.68,67.68,5.01,1
78566.99,67.68,5.01,1
78572.26,67.68,5.01,1
78577.57,67.68,5.01,1
78582.85,67.92,5.57,1
78588.16,67.92,5.57,1
78593.44,67.92,5.57,1
78598.75,67.92,5.57,1
78604.03,67.92,5.57,1
78609.30,67.92,5.57,1
78614.58,67.92,5.57,1
78619.89,67.92,5.57,1
78625.17,68.16,5.56,1
78630.48,68.16,5.56,1
78635.76,68.16,5.56,1
78641.09,68.16,5.56,1
78646.36,68.16,5.56,1
78651.67,68.16,5.56,1
78656.95,68.16,5.56,1
78662.26,68.16,5.56,1
78667.54,68.16,5.56,1
78672.85,68.40,5.11,1
78678.12,68.40,5.11,1
78683.43,68.40,5.11,1
78688.71,68.40,5.11,1
78694.02,68.40,5.11,1
78699.31,68.40,5.11,1
78704.58,68.40,5.11,1
78709.86,68.40,5.11,1
78715.17,68.40,5.11,1
78720.45,68.40,5.11,1
78725.76,68.40,5.11,1
78731.06,68.64,4.29,1
78736.37,68.64,4.29,1
78741.64,68.64,4.29,1
78746.96,68.64,4.29,1
78752.24,68.64,4.29,1
78757.55,68.64,4.29,1
78762.83,68.64,4.29,1
78768.14,68.64,4.29,1
78773.42,68.64,4.29,1
78778.74,68.64,4.29,1
78784.02,68.64,4.29,1
78789.33,68.64,4.29,1
78794.61,68.88,3.70,1
78799.92,68.88,3.70,1
78805.20,68.88,3.70,1
78810.51,68.88,3.70,1
78815.78,68.88,3.70,1
78821.12,68.88,3.70,1
78826.39,68.88,3.70,1
78831.70,68.88,3.70,1
78836.98,68.88,3.70,1
78842.29,68.88,3.70,1
78847.57,68.88,3.70,1
78852.88,69.12,4.07,1
78858.15,69.12,4.07,1
78863.46,69.12,4.07,1
78868.75,69.12,4.07,1
78874.10,69.12,4.07,1
78879.22,69.12,4.07,1
78884.48,69.12,4.07,1
78889.71,69.12,4.07,1
78894.85,69.36,5.57,1
78900.09,69.36,5.57,1
78905.25,69.36,5.57,1
78910.48,69.36,5.57,1
78915.80,69.36,5.57,1
78921.04,69.36,5.57,1
78926.37,69.36,5.57,1
78931.65,69.60,7.00,1
78936.96,69.60,7.00,1
78942.23,69.60,7.00,1
78947.55,69.60,7.00,1
78952.83,69.60,7.00,1
78958.14,69.60,7.00,1
78963.42,69.60,7.00,1
78968.73,69.84,6.14,1
78974.01,69.84,6.14,1
78979.32,69.84,6.14,1
78984.60,69.84,6.14,1
78989.91,69.84,6.14,1
78995.19,69.84,6.14,1
79000.50,69.84,6.14,1
79005.78,69.84,6.14,1
79011.12,69.84,6.14,1
79016.39,69.84,6.14,1
79021.70,69.84,6.14,1
79026.98,69.84,6.14,1
79032.29,69.84,6.14,1
79037.57,69.84,6.14,1
79042.88,69.84,6.14,1
79048.16,69.84,6.14,1
79053.49,69.84,6.14,1
79058.77,69.84,6.14,1
79064.08,69.84,6.14,1
79069.35,69.84,6.14,1
79074.67,69.84,6.14,1
79079.95,69.84,6.14,1
79085.26,69.84,6.14,1
79090.54,69.84,6.14,1
79095.84,69.84,6.14,1
79101.12,69.84,6.14,1
79106.43,69.84,6.14,1
79111.71,69.84,6.14,1
79117.02,69.84,6.14,1
79122.30,69.84,6.14,1
79127.61,69.84,6.14,1
79132.89,69.84,6.14,1
79138.20,69.84,6.14,1
79143.48,69.84,6.14,1
79148.79,69.84,6.14,1
79154.07,69.84,6.14,1
79159.39,69.84,6.14,1
79164.66,69.84,6.14,1
79169.97,69.84,6.14,1
79175.25,69.84,6.14,1
79180.57,69.84,6.14,1
79185.84,69.84,6.14,1
79191.15,69.84,6.14,1
79196.44,69.84,6.14,1
79201.75,69.84,6.14,1
79207.03,69.60,-1.01,1
79212.34,69.60,-1.01,1
79217.62,69.60,-1.01,1
79222.93,69.60,-1.01,1
79228.21,69.60,-1.01,1
79233.52,69.60,-1.01,1
79238.80,69.60,-1.01,1
79244.11,69.60,-1.01,1
79249.39,69.60,-1.01,1
79254.70,69.60,-1.01,1
79259.98,69.36,-4.58,1
79265.29,69.36,-4.58,1
79270.57,69.36,-4.58,1
79275.84,69.36,-4.58,1
79281.12,69.36,-4.58,1
79286.44,69.36,-4.58,1
79291.72,69.36,-4.58,1
79297.02,69.36,-4.58,1
79302.30,69.12,-5.90,1
79307.62,69.12,-5.90,1
79312.89,69.12,-5.90,1
79318.20,69.12,-5.90,1
79323.48,69.12,-5.90,1
79328.79,69.12,-5.90,1
79334.07,68.88,-7.68,1
79339.38,68.88,-7.68,1
79344.66,68.88,-7.68,1
79349.97,68.88,-7.68,1
79355.25,68.88,-7.68,1
79360.57,68.64,-9.30,1
79365.85,68.64,-9.30,1
79371.16,68.64,-9.30,1
79376.44,68.64,-9.30,1
79381.75,68.64,-9.30,1
79387.03,68.64,-9.30,1
79392.31,68.64,-9.30,1
79397.60,68.64,-9.30,1
79402.91,68.64,-9.30,1
79408.19,68.64,-9.30,1
79413.50,68.64,-9.30,1
79418.79,68.64,-9.30,1
79424.10,68.64,-9.30,1
79429.37,68.64,-9.30,1
79434.68,68.64,-9.30,1
79439.96,68.64,-9.30,1
79445.27,68.64,-9.30,1
79450.55,68.64,-9.30,1
79455.86,68.64,-9.30,1
79461.14,68.64,-9.30,1
79466.46,68.64,-9.30,1
79471.74,68.64,-9.30,1
79477.04,68.64,-9.30,1
79482.32,68.64,-9.30,1
79487.63,68.64,-9.30,1
79492.91,68.64,-9.30,1
79498.22,68.64,-9.30,1
79503.50,68.64,-9.30,1
79508.81,68.64,-9.30,1
79514.09,68.64,-9.30,1
79519.40,68.64,-9.30,1
79524.68,68.64,-9.30,1
79529.99,68.64,-9.30,1
79535.27,68.64,-9.30,1
79540.57,68.64,-9.30,1
79545.85,68.64,-9.30,1
79551.16,68.64,-9.30,1
79556.44,68.64,-9.30,1
79561.60,68.64,-9.30,1
79566.90,68.64,-9.30,1
79572.21,68.64,-9.30,1
79577.49,68.64,-9.30,1
79582.80,68.64,-9.30,1
79588.08,68.64,-9.30,1
79593.39,68.64,-9.30,1
79598.67,68.64,-9.30,1
79603.98,68.64,-9.30,1
79609.26,68.64,-9.30,1
79614.57,68.64,-9.30,1
79619.84,68.64,-9.30,1
79625.12,68.64,-9.30,1
79630.40,68.64,-9.30,1
79635.71,68.64,-9.30,1
79640.99,68.64,-9.30,1
79646.33,68.64,-9.30,1
79651.61,68.64,-9.30,1
79656.92,68.64,-9.30,1
79662.20,68.64,-9.30,1
79667.52,68.64,-9.30,1
79672.80,68.64,-9.30,1
79678.11,68.64,-9.30,1
79683.39,68.64,-9.30,1
79688.70,68.64,-9.30,1
79693.98,68.64,-9.30,1
79699.29,68.64,-9.30,1
79704.57,68.64,-9.30,1
79709.88,68.64,-9.30,1
79715.17,68.64,-9.30,1
79720.48,68.40,-0.67,1
79725.76,68.40,-0.67,1
79731.10,68.40,-0.67,1
79736.38,68.40,-0.67,1
79741.69,68.40,-0.67,1
79746.96,68.40,-0.67,1
79752.28,68.40,-0.67,1
79757.55,68.40,-0.67,1
79762.86,68.40,-0.67,1
79768.14,68.40,-0.67,1
79773.46,68.40,-0.67,1
79778.74,68.40,-0.67,1
79784.05,68.40,-0.67,1
79789.33,68.40,-0.67,1
79794.64,68.40,-0.67,1
79799.92,68.40,-0.67,1
79805.23,68.40,-0.67,1
79810.51,68.40,-0.67,1
79815.82,68.40,-0.67,1
79821.10,68.40,-0.67,1
79826.41,68.40,-0.67,1
79831.69,68.40,-0.67,1
79837.00,68.40,-0.67,1
79842.27,68.40,-0.67,1
79847.59,68.40,-0.67,1
79852.86,68.40,-0.67,1
79858.17,68.40,-0.67,1
79863.45,68.40,-0.67,1
79868.87,68.40,-0.67,1
79874.15,68.40,-0.67,1
79879.46,68.40,-0.67,1
79884.64,68.40,-0.67,1
79889.90,68.40,-0.67,1
79895.04,68.40,-0.67,1
79900.29,68.40,-0.67,1
79905.44,68.40,-0.67,1
79910.70,68.40,-0.67,1
79915.84,68.40,-0.67,1
79921.10,68.40,-0.67,1
79926.32,68.40,-0.67,1
79931.47,68.40,-0.67,1
79936.71,68.40,-0.67,1
79941.85,68.40,-0.67,1
79947.08,68.40,-0.67,1
79952.23,68.40,-0.67,1
79957.46,68.40,-0.67,1
79962.59,68.40,-0.67,1
79967.83,68.40,-0.67,1
79973.09,68.40,-0.67,1
79978.24,68.40,-0.67,1
79983.50,68.40,-0.67,1
79988.65,68.40,-0.67,1
79993.91,68.40,-0.67,1
79999.05,68.40,-0.67,1
80004.31,68.40,-0.67,1
80009.55,68.40,-0.67,1
80014.72,68.40,-0.67,1
80019.95,68.40,-0.67,1
80025.13,68.40,-0.67,1
80030.36,68.40,-0.67,1
80035.52,68.40,-0.67,1
80040.75,68.40,-0.67,1
80045.92,68.40,-0.67,1
80051.16,68.40,-0.67,1
80056.42,68.40,-0.67,1
80061.56,68.40,-0.67,1
80066.82,68.40,-0.67,1
80071.96,68.40,-0.67,1
80077.22,68.40,-0.67,1
80082.36,68.40,-0.67,1
80087.62,68.40,-0.67,1
80092.85,68.40,-0.67,1
80098.02,68.40,-0.67,1
80103.26,68.40,-0.67,1
80108.43,68.40,-0.67,1
80113.66,68.40,-0.67,1
80118.83,68.40,-0.67,1
80124.07,68.40,-0.67,1
80129.23,68.40,-0.67,1
80134.47,68.40,-0.67,1
80139.75,68.40,-0.67,1
80144.86,68.40,-0.67,1
80150.05,68.40,-0.67,1
80155.16,68.40,-0.67,1
80160.45,68.40,-0.67,1
80165.62,68.40,-0.67,1
80170.96,68.40,-0.67,1
80176.18,68.40,-0.67,1
80181.46,68.40,-0.67,1
80186.74,68.40,-0.67,1
80192.06,68.40,-0.67,1
80197.34,68.40,-0.67,1
80202.65,68.40,-0.67,1
80207.93,68.40,-0.67,1
80213.24,68.40,-0.67,1
80218.52,68.40,-0.67,1
80223.83,68.40,-0.67,1
80229.11,68.40,-0.67,1
80234.45,68.40,-0.67,1
80239.73,68.40,-0.67,1
80245.04,68.40,-0.67,1
80250.32,68.40,-0.67,1
80255.63,68.40,-0.67,1
80260.91,68.40,-0.67,1
80266.22,68.40,-0.67,1
80271.50,68.40,-0.67,1
80276.81,68.40,-0.67,1
80282.09,68.40,-0.67,1
80287.40,68.40,-0.67,1
80292.68,68.40,-0.67,1
80297.99,68.40,-0.67,1
80303.27,68.40,-0.67,1
80308.59,68.40,-0.67,1
80313.87,68.40,-0.67,1
80319.18,68.40,-0.67,1
80324.46,68.40,-0.67,1
80329.77,68.40,-0.67,1
80335.05,68.40,-0.67,1
80340.37,68.40,-0.67,1
80345.64,68.40,-0.67,1
80350.96,68.40,-0.67,1
80356.23,68.40,-0.67,1
80361.54,68.40,-0.67,1
80366.82,68.40,-0.67,1
80372.13,68.40,-0.67,1
80377.41,68.40,-0.67,1
80382.73,68.40,-0.67,1
80388.01,68.40,-0.67,1
80393.32,68.40,-0.67,1
80398.60,68.40,-0.67,1
80403.91,68.40,-0.67,1
80409.19,68.40,-0.67,1
80414.51,68.40,-0.67,1
80419.78,68.40,-0.67,1
80425.10,68.40,-0.67,1
80430.38,68.40,-0.67,1
80435.69,68.40,-0.67,1
80440.97,68.40,-0.67,1
80446.28,68.40,-0.67,1
80451.56,68.40,-0.67,1
80456.87,68.40,-0.67,1
80462.15,68.40,-0.67,1
80467.46,68.40,-0.67,1
80472.74,68.40,-0.67,1
80478.04,68.40,-0.67,1
80483.32,68.40,-0.67,1
80488.64,68.40,-0.67,1
80493.92,68.40,-0.67,1
80499.23,68.40,-0.67,1
80504.51,68.40,-0.67,1
80509.82,68.40,-0.67,1
80515.10,68.40,-0.67,1
80520.41,68.40,-0.67,1
80525.70,68.40,-0.67,1
80531.04,68.40,-0.67,1
80536.32,68.40,-0.67,1
80541.63,68.40,-0.67,1
80546.91,68.40,-0.67,1
80552.22,68.40,-0.67,1
80557.50,68.40,-0.67,1
80562.82,68.40,-0.67,1
80568.09,68.40,-0.67,1
80573.41,68.40,-0.67,1
80578.68,68.40,-0.67,1
80584.00,68.40,-0.67,1
80589.28,68.40,-0.67,1
80594.59,68.40,-0.67,1
80599.87,68.40,-0.67,1
80605.18,68.40,-0.67,1
80610.46,68.40,-0.67,1
80615.77,68.40,-0.67,1
80621.08,68.40,-0.67,1
80626.39,68.40,-0.67,1
80631.67,68.40,-0.67,1
80636.99,68.40,-0.67,1
80642.26,68.40,-0.67,1
80647.58,68.40,-0.67,1
80652.85,68.40,-0.67,1
80658.17,68.40,-0.67,1
80663.45,68.40,-0.67,1
80668.76,68.40,-0.67,1
80674.04,68.40,-0.67,1
80679.35,68.40,-0.67,1
80684.63,68.40,-0.67,1
80689.94,68.40,-0.67,1
80695.22,68.40,-0.67,1
80700.53,68.40,-0.67,1
80705.81,68.40,-0.67,1
80711.12,68.40,-0.67,1
80716.41,68.40,-0.67,1
80721.73,68.40,-0.67,1
80727.02,68.40,-0.67,1
80732.34,68.40,-0.67,1
80737.62,68.40,-0.67,1
80742.93,68.40,-0.67,1
80748.21,68.40,-0.67,1
